Date,Workout,Result,Prescribed,Pukie,Work performed,Work time,Formatted Result,Notes,Description
2012-12-01,"FT: Power Snatches, Overhead Squats and Overhead Lunges",179000,true,false,9643,179000,2 mins 59 secs,During Mini WOD 3 of the Cold War as a complex called a Snatch Punisher,"10 Power Snatches, 85 lbs
10 Overhead Squats, 85 lbs
20 Overhead Lunges, 85 lbs"
2012-11-28,"Runs, Walking Lunges, Lateral Barrier Jumps",1835000,true,false,92644,1835000,30 mins 35 secs,Wooo I am not good a jumping laterally over a barrier,"10 rounds of:
200 m Runs
16 Walking Lunges
16 18 in Lateral Barrier Jumps"
2012-11-27,"Power Cleans, Split Jerks",156.48936765,true,false,1075,480000,345 lbs | 115 lbs (1) and 115 lbs (2),"EMOM 8 Min 2 Split Jerks @80% 1RM Jerk, weight was cleaned from the floor each set","1 Power Clean 115 lbs
2 Split Jerks 115 lbs
1 Power Clean
2 Split Jerks
1 Power Clean
2 Split Jerks
1 Power Clean
2 Split Jerks
1 Power Clean
2 Split Jerks
1 Power Clean
2 Split Jerks
1 Power Clean
2 Split Jerks
1 Power Clean
2 Split Jerks"
2012-11-27,Bench Press 5-5-5-5-5,1190.67997125,true,false,4634,,"2625 lbs | 105 lbs, 105 lbs, 105 lbs, 105 lbs, and 105 lbs","5 MUs transition progressions between each set, 90 sec rest after each set of transitions","5 rounds of:
5 Bench Press 105 lbs"
2012-11-25,Eva,3513000,true,false,206803,3513000,58 mins 33 secs,Last Girl WOD,"5 rounds of:
800 m Runs
30 Kettlebell Swings 53 lbs
30 Pull-ups"
2012-11-24,Power Cleans (7),94,true,false,53535,600000,94 reps,"","30 Power Cleans 65 lbs
30 Power Cleans 95 lbs
30 Power Cleans 105 lbs
4 Power Cleans 135 lbs"
2012-11-23,Wendler Back Squat: Week 2,933.49309746,true,false,5983,,"2058 lbs | 13 reps | 135 lbs, 152 lbs, and 171 lbs (7) | 3, 3, and 7","","3 Back Squats 135 lbs
3 Back Squats 152 lbs
7 Back Squats 171 lbs"
2012-11-23,Wendler Bench Press: Week 2,620.51436216,true,false,2415,,"1368 lbs | 13 reps | 89 lbs, 101 lbs, and 114 lbs (7) | 3, 3, and 7",cycle 2,"3 Bench Press 89 lbs
3 Bench Press 101 lbs
7 Bench Press 114 lbs"
2012-11-22,"Wall Balls, Medicine Ball Cleans, AbMat Sit-ups, Pull Ups, Toes To Bars, etc.",2754000,false,false,97834,2754000,45 mins 54 secs,with sarah,"90 Wall Balls 14 lbs
90 Medicine Ball Cleans 14 lbs
90 AbMat Sit-ups 14 lbs
30 Pull-ups
30 Toes-to-bars
30 Burpees
800 Runs"
2012-11-21,"Kettlebell Swing (American)s, Double Unders",404000,true,false,39182,404000,6 mins 44 secs,"","20 Kettlebell Swing (American)s 1 pood
15 Double Unders
18 Kettlebell Swing (American)s 1 pood
15 Double Unders
16 Kettlebell Swing (American)s 1 pood
15 Double Unders
14 Kettlebell Swing (American)s 1 pood
15 Double Unders
12 Kettlebell Swing (American)s 1 pood
15 Double Unders
10 Kettlebell Swing (American)s 1 pood
15 Double Unders
8 Kettlebell Swing (American)s 1 pood
15 Double Unders
6 Kettlebell Swing (American)s 1 pood
15 Double Unders
4 Kettlebell Swing (American)s 1 pood
15 Double Unders
2 Kettlebell Swing (American)s 1 pood
15 Double Unders"
2012-11-21,Wendler Deadlift Week 2,865.00064959,true,false,4816,,"1907 lbs | 10 reps | 165 lbs, 188 lbs, and 212 lbs (4) | 3, 3, and 4","","3 Deadlifts 165 lbs
3 Deadlifts 188 lbs
4 Deadlifts 212 lbs"
2012-11-20,Nasty Girls,503000,false,false,48409,503000,8 mins 23 secs,Regular pullups and banded dips for MU sub,"3 rounds of:
50 Air Squats
7 Pull-ups
10 Hang Power Cleans 95 lbs
7 Ring Dip (red band)s"
2012-11-20,Wendler Shoulder Press: Week 2,440.89178364,true,false,1716,,"972 lbs | 13 reps | 63 lbs, 72 lbs, and 81 lbs (7) | 3, 3, and 7",Cycle 2,"3 Shoulder Press 63 lbs
3 Shoulder Press 72 lbs
7 Shoulder Press 81 lbs"
2012-11-19,CrossFit Total,258.5476509,true,false,1342,,570 lbs,"BS: 200-210(F)-205
SP: 95-100(PR)-105(F)
DL: 235-255(PR)-265(PR) GIRL RAINBOW!!!","1 Back Squat 205 lbs
1 Shoulder Press 100 lbs
1 Deadlift 265 lbs"
2012-11-15,"Double Unders, Kettlebell Swings, Toes-to-Bars",499000,true,false,30102,499000,8 mins 19 secs,3RFT 50/21/12 DUs/KBs/T2B,"3 rounds of:
50 Double Unders
21 Kettlebell Swings 16 kg
12 Toes-to-bars"
2012-11-15,Wendler Back Squat: Week 1,1112.20849124,true,false,7437,,"2452 lbs | 17 reps | 123 lbs, 142 lbs, and 161 lbs (7) | 5, 5, and 7",Cycle 2 New starting weight 210#,"5 Back Squats 123 lbs
5 Back Squats 142 lbs
7 Back Squats 161 lbs"
2012-11-13,CFS Games Day - WOD#1,591000,false,false,47467,591000,9 mins 51 secs, 95# and regular pullups9 rep scheme 1-10,"10 Power Cleans 95 lbs
10 Pull-ups
9 Power Cleans 95 lbs
9 Pull-ups
8 Power Cleans 95 lbs
8 Pull-ups
7 Power Cleans 95 lbs
7 Pull-ups
6 Power Cleans 95 lbs
6 Pull-ups
5 Power Cleans 95 lbs
5 Pull-ups
4 Power Cleans 95 lbs
4 Pull-ups
3 Power Cleans 95 lbs
3 Pull-ups
2 Power Cleans 95 lbs
2 Pull-ups
1 Power Clean 95 lbs
1 Pull-up"
2012-11-13,Wendler Shoulder Press: Week 1,602.37066736,true,false,2344,,"1328 lbs | 19 reps | 59 lbs, 68 lbs, and 77 lbs (9) | 5, 5, and 9",Cycle 2 New starting weight 90#,"5 Shoulder Press 59 lbs
5 Shoulder Press 68 lbs
9 Shoulder Press 77 lbs"
2012-11-12,Randy,599000,true,false,41941,599000,9 mins 59 secs,"",75 Power Snatches 75 lbs 9 mins 59 secs
2012-11-12,Wendler Deadlift Week 1,1381.18876665,true,false,7795,,"3045 lbs | 17 reps | 153 lbs, 176 lbs, and 200 lbs (7) | 5, 5, and 7",Cycle 2 new starting weight 235,"5 Deadlifts 153 lbs
5 Deadlifts 176 lbs
7 Deadlifts 200 lbs"
2012-11-11,Mary,6.6,false,false,44826,1200000,6.6 rounds,HSPUs to abmat on two inch plate and pistols with med ball as target,"6 rounds of:
5 Handstand Push-ups
10 Pistols
15 Pull-ups
plus a partial round of:
5 Handstand Push-ups
8 Pistols
0 Pull-ups"
2012-11-10,"Lifting: Snatch , C&J, Front Squat",189.82840685,true,false,2384,,"418.5 lbs | 105 lbs, 140 lbs, and 173.5 lbs",loaded wrong weights on front squat one 2.5 and one 5,"1 Snatch 105 lbs
1 Clean & Jerk 140 lbs
1 Front Squat 173.5 lbs"
2012-11-09,"Runs, GHD Sit-ups, Back Extensions",1000000,true,false,91800,1000000,16 mins 40 secs,GHD sit ups to parallel,"4 rounds of:
400 m Runs
25 GHD Sit-ups
25 Back Extensions"
2012-11-08,Bear Complexes,16.0,false,false,0,600000,16.0 rounds,"","1 Bear Complex 105 lbs
1 Bear Complex 105 lbs
1 Bear Complex 105 lbs
1 Bear Complex 105 lbs
5 Bear Complexes 105 lbs
1 Bear Complex 105 lbs
1 Bear Complex 105 lbs
1 Bear Complex 105 lbs
1 Bear Complex 105 lbs
1 Bear Complex 105 lbs
1 Bear Complex 105 lbs
1 Bear Complex 105 lbs
1 Bear Complex 105 lbs
1 Bear Complex 105 lbs
1 Bear Complex 105 lbs
1 Bear Complex 105 lbs"
2012-11-08,"10 RFT: Pull-ups, Push-ups and Air Squats",779000,true,false,74399,779000,12 mins 59 secs | 10.0 rounds,After 5 min rest from doing Bear Complex AMRAP,"10 rounds of:
5 Pull-ups
10 Push-ups
15 Air Squats"
2012-11-08,Wendler Back Squat: Week 4,646.36912725,true,false,5369,,"1425 lbs | 15 reps | 85 lbs (5), 95 lbs (5), and 105 lbs (5) | 5, 5, and 5 reps",Drive through heals,"5 Back Squats 85 lbs
5 Back Squats 95 lbs
5 Back Squats 105 lbs"
2012-11-06,FT: Double Unders (Unbroken)s,572000,true,false,42500,572000,9 mins 32 secs,Missed 3 reps,"5 Double Unders
10 Double Unders
15 Double Unders
20 Double Unders
25 Double Unders
30 Double Unders
35 Double Unders
40 Double Unders
45 Double Unders
50 Double Unders
45 Double Unders
40 Double Unders
35 Double Unders
30 Double Unders
25 Double Unders
20 Double Unders
15 Double Unders
10 Double Unders
5 Double Unders"
2012-11-06,Wendler Shoulder Press: Week 4,374.21370525,true,false,1456,,"825 lbs | 15 reps | 45 lbs, 55 lbs, and 65 lbs | 5, 5, and 5 reps","","5 Shoulder Press 45 lbs
5 Shoulder Press 55 lbs
5 Shoulder Press 65 lbs"
2012-11-05,Deadlift 5-5-5-5-5,2097.86471125,true,false,11756,,"4625 lbs | 155 lbs, 170 lbs, 185 lbs, 200 lbs, and 215 lbs","Last rep of the last set was sloppy, other than that felt good","5 Deadlifts 155 lbs
5 Deadlifts 170 lbs
5 Deadlifts 185 lbs
5 Deadlifts 200 lbs
5 Deadlifts 215 lbs"
2012-11-05,Row 5 km TT,1340000,true,false,143766,1340000,22 mins 20 secs,Kept row between 2:10-2:20 pace till last 250m,5000 m Rows 22 mins 20 secs
2012-11-04,Angie,1865000,true,false,94774,1865000,31 mins 5 secs,"","100 Pull-ups
100 Push-ups
100 AbMat Sit-ups
100 Air Squats"
2012-11-03,Run 5 km TT,2400000,true,false,44817,2400000,40 mins,5K Wounded Warrior Run w/ Ruck sack,5000 m Runs 35 lbs 40 mins
2012-11-02,Isabel,520000,true,false,22992,520000,8 mins 40 secs,First time with 95#,30 Snatches 95 lbs 8 mins 40 secs
2012-11-02,Grace,206000,true,false,24582,206000,3 mins 26 secs,3 Min rest after doing Isabel,30 Clean & Jerks 95 lbs 3 mins 26 secs
2012-11-02,Wendler Bench Press: Week 3,560.64016932,true,false,2182,,"1236 lbs | 12 reps | 92 lbs, 104 lbs, and 116 lbs (4) | 5, 3, and 4","","5 Bench Press 92 lbs
3 Bench Press 104 lbs
4 Bench Press 116 lbs"
2012-11-01,Tabata Double Unders and Sit-up (abmat)s,419,true,false,44983,,419 reps,"","40 Double Unders 20 secs
Rests 10 secs
14 AbMat Sit-ups 20 secs
Rests 10 secs
40 Double Unders 20 secs
Rests 10 secs
14 AbMat Sit-ups 20 secs
Rests 10 secs
40 Double Unders 20 secs
Rests 10 secs
14 AbMat Sit-ups 20 secs
Rests 10 secs
40 Double Unders 20 secs
Rests 10 secs
14 AbMat Sit-ups 20 secs
Rests 10 secs
40 Double Unders 20 secs
Rests 10 secs
14 AbMat Sit-ups 20 secs
Rests 10 secs
40 Double Unders 20 secs
Rests 10 secs
14 AbMat Sit-ups 20 secs
Rests 10 secs
40 Double Unders 20 secs
Rests 10 secs
14 AbMat Sit-ups 20 secs
Rests 10 secs
27 Double Unders 20 secs
Rests 10 secs
14 AbMat Sit-ups 20 secs
Rests 10 secs"
2012-11-01,Wendler Back Squat: Week 3,1445.14529082,true,false,9236,,"3186 lbs | 20 reps | 135 lbs (5), 153 lbs (3), and 171 lbs (12) | Completed","I felt like i could squat a house today, felt good.","5 Back Squats 135 lbs
3 Back Squats 153 lbs
12 Back Squats 171 lbs"
2012-10-30,Nate,7.417,false,false,34937,1200000,7.417 rounds,"Burpee Pullups,HSPU to Ab mat and 10# plate, 1.5 pood KBS","7 rounds of:
2 Burpee Pull-ups
4 Handstand Push-ups
8 Kettlebell Swings 1.5 pood
plus a partial round of:
2 Burpee Pull-ups
1 Handstand Push-up
0 Kettlebell Swings 1.5 pood"
2012-10-30,Wendler Shoulder Press: Week 3,391.45021531,true,false,1523,,"863 lbs | 12 reps | 64 lbs, 73 lbs, and 81 lbs (4) | 5, 3, and 4","","5 Shoulder Press 64 lbs
3 Shoulder Press 73 lbs
4 Shoulder Press 81 lbs"
2012-10-29,50% 1RM Overhead Squat 21-15-9,1626.12864645,false,false,14991,,"3585 lbs | 65 lbs, 85 lbs, and 105 lbs","","21 Overhead Squats 65 lbs
15 Overhead Squats 85 lbs
9 Overhead Squats 105 lbs"
2012-10-29,Wendler Deadlift Week 3,1031.46904938,true,false,5750,,"2274 lbs | 12 reps | 169 lbs, 191 lbs, and 214 lbs (4) | 5, 3, and 4","","5 Deadlifts 169 lbs
3 Deadlifts 191 lbs
4 Deadlifts 214 lbs"
2012-10-28,Linda,1739000,false,false,68536,1739000,28 mins 59 secs,155-105-85 DL-BP-C,"10 Deadlifts 155 lbs
10 Bench Press 105 lbs
10 Squat Cleans 85 lbs
9 Deadlifts 155 lbs
9 Bench Press 105 lbs
9 Squat Cleans 85 lbs
8 Deadlifts 155 lbs
8 Bench Press 105 lbs
8 Squat Cleans 85 lbs
7 Deadlifts 155 lbs
7 Bench Press 105 lbs
7 Squat Cleans 85 lbs
6 Deadlifts 155 lbs
6 Bench Press 105 lbs
6 Squat Cleans 85 lbs
5 Deadlifts 155 lbs
5 Bench Press 105 lbs
5 Squat Cleans 85 lbs
4 Deadlifts 155 lbs
4 Bench Press 105 lbs
4 Squat Cleans 85 lbs
3 Deadlifts 155 lbs
3 Bench Press 105 lbs
3 Squat Cleans 85 lbs
2 Deadlifts 155 lbs
2 Bench Press 105 lbs
2 Squat Cleans 85 lbs
1 Deadlift 155 lbs
1 Bench Press 105 lbs
1 Squat Clean 85 lbs"
2012-10-27,Grace,192000,true,false,24582,192000,3 mins 12 secs,"",30 Clean & Jerks 95 lbs
2012-10-26,Russian Dave,2398000,false,false,122524,2398000,39 mins 58 secs,"Subbed pull-ups and ring dips for MUs, and subbed flutter kicks for toes to bar.  Did good on the row kept it at around 2:15-2:20/500m and 20-22 spm","15 Pull-ups
15 Ring Dip (purple band)s
5 Jerks 125 lbs
75 Box Jump (20 In.)s
Overhead Squats 95 lbs
37 GHD Sit-ups
61 Russian Kettlebell Swings 1.5 pood
39 Flutter Kicks (4 Count)s
39 Power Snatches 55 lbs
1480 m Rows"
2012-10-26,Wendler Bench Press: Week 2,593.75241233,true,false,2311,,"1309 lbs | 13 reps | 85 lbs, 97 lbs, and 109 lbs (7) | 3, 3, and 7","","3 Bench Press 85 lbs
3 Bench Press 97 lbs
7 Bench Press 109 lbs"
2012-10-25,"Power Cleans, Pull-up (chest-to-bar)s",541000,false,false,13503,541000,9 mins 1 sec,"Shoulder was not feeling it so I did Ring rows, feet on 20"" box","9 Power Cleans 135 lbs
18 Ring Rows
6 Power Cleans 135 lbs
12 Ring Rows
3 Power Cleans 135 lbs
6 Ring Rows"
2012-10-25,Wendler Back Squat: Week 2,881.78356728,true,false,5799,,"1944 lbs | 13 reps | 126 lbs, 144 lbs, and 162 lbs (7) | 3, 3, and 7","","3 Back Squats 126 lbs
3 Back Squats 144 lbs
7 Back Squats 162 lbs"
2012-10-23,Front Squat 3-3-3-3-3,918.52454925,true,false,6338,,"2025 lbs | 115 lbs, 125 lbs, 135 lbs, 145 lbs, and 155 lbs",Fucking PR Tuesday,"3 Front Squats 115 lbs
3 Front Squats 125 lbs
3 Front Squats 135 lbs
3 Front Squats 145 lbs
3 Front Squats 155 lbs"
2012-10-23,Wendler Shoulder Press: Week 2,489.19937105,true,false,1904,,"1078.5 lbs | 15 reps | 60 lbs, 68.5 lbs, and 77 lbs (9) | 3, 3, and 9","","3 Shoulder Press 60 lbs
3 Shoulder Press 68.5 lbs
9 Shoulder Press 77 lbs"
2012-10-22,"Hang Power Cleans, Ring Dips, Sit-up (abmat)s",6.698,false,false,61373,1200000,6.698 rounds,Purple Band on Dips,"6 rounds of:
15 Hang Power Cleans 85 lbs
12 Ring Dip (purple band)s
21 AbMat Sit-ups
plus a partial round of:
15 Hang Power Cleans 85 lbs
12 Ring Dip (purple band)s
2 AbMat Sit-ups"
2012-10-22,Wendler Deadlift Week 2,913.53503318,true,false,5131,,"2014 lbs | 11 reps | 153 lbs, 180 lbs, and 203 lbs (5) | 3, 3, and 5","Tried out my belt for the first time, could notice a difference in the last set, 15 air squats after each set.","3 Deadlifts 153 lbs
3 Deadlifts 180 lbs
5 Deadlifts 203 lbs"
2012-10-21,Nancy,1009000,true,false,83149,1009000,16 mins 49 secs,"","5 rounds of:
400 m Runs
15 Overhead Squats 65 lbs"
2012-10-21,Wendler Bench Press: Week 1,806.03364149,true,false,3137,,"1777 lbs | 19 reps | 79 lbs, 91 lbs, and 103 lbs (9) | 5, 5, and 9","","5 Bench Press 79 lbs
5 Bench Press 91 lbs
9 Bench Press 103 lbs"
2012-10-20,CFIC Hallo-WOD,1235000,false,false,53555,1235000,20 mins 35 secs,"With Viking Annie, blue band on dips","2 400 m Runs
30 Thrusters 65 lbs
10 Ring Dips
30 9 ft Wall Balls 14 lbs
20 Pull-ups"
2012-10-19,Amazing Grace,40,true,false,32776,300000,40 reps,@ Confluence,40 Clean & Jerks 95 lbs
2012-10-19,Grace,213000,true,false,24582,213000,3 mins 33 secs,During Amazing Grace,30 Clean & Jerks 95 lbs
2012-10-18,Row 1 km TT,226100,true,false,40398,226100,3 mins 46.1 secs,"",1000 m Rows 3 mins 46.1 secs
2012-10-18,Box Jump : Max Height,0.889,true,false,496,,35 in,Only took about 30 tries!!! #victory,1 35 in Box Jump
2012-10-18,Pull-ups : Max Set,14,true,false,3844,,14 reps,"Shoulder still sore, had to use mixed grip",14 Pull-ups
2012-10-17,Pull Up (Weighted) 1-1-1-1-1-1-1,32.88544683,false,false,1776,,"72.5 lbs | 2.5 lbs, 5 lbs, 10 lbs, 25 lbs, 30 lbs (0), 5 lbs, and 25 lbs",25# was kipping,"1 Weighted Pull-up 2.5 lbs
1 Weighted Pull-up 5 lbs
1 Weighted Pull-up 10 lbs
1 Weighted Pull-up 25 lbs
0 Weighted Pull-ups 30 lbs
1 Weighted Pull-up 5 lbs
1 Weighted Pull-up 25 lbs"
2012-10-17,"Sumo Deadlift High-pulls, Box Jumps",197000,true,false,23575,197000,3 mins 17 secs,"","10 Sumo Deadlift High-pulls 85 lbs
10 Box Jump (24 In.)s
8 Sumo Deadlift High-pulls 85 lbs
8 Box Jump (24 In.)s
6 Sumo Deadlift High-pulls 85 lbs
6 Box Jump (24 In.)s
4 Sumo Deadlift High-pulls 85 lbs
4 Box Jump (24 In.)s
2 Sumo Deadlift High-pulls 85 lbs
2 Box Jump (24 In.)s"
2012-10-17,Wendler Back Squat: Week 1,1049.15915181,true,false,7008,,"2313 lbs | 16 reps | 135 lbs, 144 lbs, and 153 lbs (6) | 5, 5, and 6","75/80/85% Send Weight back when lowering so you dont have to rock back to heals when driving out of the bottom.  Did this set in nanos just to see if I could feel the difference, will compare to olys next week.","5 Back Squats 135 lbs
5 Back Squats 144 lbs
6 Back Squats 153 lbs"
2012-10-16,"Run (Weighted)s, Double Unders, Rope Climbs",1140000,true,false,17000,1140000,19 mins,35# Ruck,"1600 m Run (Weighted)s 35 lbs 13 mins
100 Double Unders
5 10 ft Rope Climbs"
2012-10-16,Wendler Shoulder Press: Week 1,568.80483198,true,false,2214,,"1254 lbs | 18 reps | 65 lbs, 69 lbs, and 73 lbs (8) | 5, 5, and 8",75/80/85% oops,"5 Shoulder Press 65 lbs
5 Shoulder Press 69 lbs
8 Shoulder Press 73 lbs"
2012-10-15,"Deadlift, Handstand Push-ups",1360.77711,true,false,10874,,"3000 lbs | 19 reps | 200 lbs, 200 lbs, 200 lbs, 200 lbs, and 200 lbs | 5, 5, 4, 3, and 2 reps",Kipping w/ 1 Ab mat,"3 Deadlifts 200 lbs
5 Handstand Push-ups
3 Deadlifts 200 lbs
5 Handstand Push-ups
3 Deadlifts 200 lbs
4 Handstand Push-ups
3 Deadlifts 200 lbs
3 Handstand Push-ups
3 Deadlifts 200 lbs
2 Handstand Push-ups"
2012-10-15,Double Unders : Max Set,123,true,false,10455,,123 reps,"",123 Double Unders
2012-10-14,Fight For Mike,1803000,true,false,197245,1803000,30 mins 3 secs,"With Annie, Unkown: Front Squats @ 65#","700 m Runs
70 Wall Balls 14 lbs
70 Kettlebell Swings 1 pood
70 Hang Cleans 95 lbs
70 Burpees
70 Push Press 65 lbs
70 Pull-ups
70 Front Squats 65 lbs
700 m Runs"
2012-10-12,"Squat Cleans, Burpees",850.48569375,true,false,50016,900000,"1875 lbs | 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, 125 lbs, and 125 lbs",@ 125#,"15 rounds of:
1 Squat Clean 125 lbs
5 Burpees"
2012-10-10,Strongman Kalsu,538000,false,false,12108,538000,8 mins 58 secs,"Not sure what the tired weighed, mid size","100 Tire Flips
24 Burpees"
2012-10-10,5 RFT: Thrusters and Double Unders,671000,false,false,49913,671000,11 mins 11 secs,55 lbs,"5 rounds of:
21 Thrusters 55 lbs
21 Double Unders"
2012-10-09,Helen,865000,true,false,65057,865000,14 mins 25 secs,"First set of Pull-ups UB, then 6-6, then 6-4-2. First time RXed","3 rounds of:
400 m Runs
21 Kettlebell Swings 53 lbs
12 Pull-ups"
2012-10-08,Squat Clean 1-1-1-1-1-1-1,426.3768278,true,false,5946,,"940 lbs | 115 lbs, 125 lbs, 130 lbs, 135 lbs, 140 lbs, 145 lbs, and 150 lbs","Suppose to be C&J but having shoulder issues, Wore a belt for last rep, 3 PRs in a row, can now sqaut clean more than power clean!!","1 Squat Clean 115 lbs
1 Squat Clean 125 lbs
1 Squat Clean 130 lbs
1 Squat Clean 135 lbs
1 Squat Clean 140 lbs
1 Squat Clean 145 lbs
1 Squat Clean 150 lbs"
2012-10-08,Max Reps Back Squats,40,true,false,14963,,4200 lbs | 40 reps | 105 lbs (40),"suppose to be 95, but accidentaly did 105",40 Back Squats 105 lbs
2012-10-06,Partner WOD FGB style,627,true,false,3326,1440000,627 reps,Partnered with Dameka,"4 rounds of:
Wall Ball (Partner)s 14 lbs 1 min
20 in Box Jump Overs 1 min
Bumper Plate Ground To Overheads 25 lbs 1 min
Push-ups 1 min
Sumo Deadlift High-pulls 1 pood 1 min
Rests 1 min"
2012-10-04,5 RFT: Deadlifts and Toes To Bars,945000,true,false,32839,945000,15 mins 45 secs,"Mixed grip T2B, not too bad, left shoulder hurts","5 rounds of:
15 Deadlifts 135 lbs
15 Toes-to-bars"
2012-10-03,Back Squat 8-8-8-5-5-5-5-5,2648.9794408,true,false,19453,,"5840 lbs | 75 lbs, 85 lbs, 95 lbs, 115 lbs, 135 lbs, 165 lbs, 170 lbs, and 175 lbs",175 was shakey but I got it.,"8 Back Squats 75 lbs
8 Back Squats 85 lbs
8 Back Squats 95 lbs
5 Back Squats 115 lbs
5 Back Squats 135 lbs
5 Back Squats 165 lbs
5 Back Squats 170 lbs
5 Back Squats 175 lbs"
2012-10-02,CFIC Chipper,929000,true,false,102677,929000,15 mins 29 secs,"","1500 m Rows
50 Box Jump (20 In.)s
40 AbMat Sit-ups
30 Kettlebell Swing (American)s 1 pood
20 Clean & Jerks 65 lbs
10 Overhead Squats 65 lbs"
2012-09-30,Fight Gone Bad,296,true,false,2084,,296 reps,"","3 rounds of:
Wall Balls 14 lbs
Sumo Deadlift High-pulls 55 lbs
Box Jump (20 In.)s
Push Press 55 lbs
Rows"
2012-09-29,"Box Jump (20 In.)s, Pull-ups, Walking Lunges, Kettlebell Swings, Sit-up (abmat)s, etc.",1738000,true,false,82269,1738000,28 mins 58 secs,"Team WOD with Jut and Scott, tripled the reps","15 Box Jump (20 In.)s
10 Pull-ups
15 Walking Lunges
10 Kettlebell Swings 1 pood
15 AbMat Sit-ups
10 Push Press 55 lbs
15 Good Mornings 35 lbs
10 Wall Balls 14 lbs
15 Push-ups
15 Box Jump (20 In.)s
10 Pull-ups
15 Walking Lunges
10 Kettlebell Swings 1 pood
15 AbMat Sit-ups
10 Push Press 55 lbs
15 Good Mornings 35 lbs
10 Wall Balls 14 lbs
15 Push-ups
15 Box Jump (20 In.)s
10 Pull-ups
15 Walking Lunges
10 Kettlebell Swings 1 pood
15 AbMat Sit-ups
15 Push Press 55 lbs
15 Good Mornings 35 lbs
15 Wall Balls 14 lbs
15 Push-ups"
2012-09-28,"Toes-to-Bars, Burpees, Double Unders, Runs, Rests",1456000,true,false,84051,1456000,24 mins 16 secs,Rocked the Toes-2-Bar!!,"5 Toes-to-bars
5 Burpees
30 Double Unders
100 m Runs
Rests 1 min
5 Toes-to-bars
5 Burpees
30 Double Unders
100 m Runs
Rests 1 min
5 Toes-to-bars
5 Burpees
30 Double Unders
100 m Runs
Rests 1 min
5 Toes-to-bars
5 Burpees
30 Double Unders
100 m Runs
Rests 1 min
5 Toes-to-bars
5 Burpees
30 Double Unders
100 m Runs
Rests 1 min
5 Toes-to-bars
5 Burpees
30 Double Unders
100 m Runs
Rests 1 min
5 Toes-to-bars
5 Burpees
30 Double Unders
100 m Runs
Rests 1 min
5 Toes-to-bars
5 Burpees
30 Double Unders
100 m Runs
Rests 1 min
5 Toes-to-bars
5 Burpees
30 Double Unders
100 m Runs
Rests 1 min
5 Toes-to-bars
5 Burpees
30 Double Unders
100 m Runs
Rests"
2012-09-25,"Lorne's Birthday WOD ""9/25/84""",1218000,false,false,51314,1218000,20 mins 18 secs,"Subbed pull-ups and ring dips for MUs, 115 for C&J 80% 1RM","25 Clean & Jerks 115 lbs
84 Double Unders
28 Wall Ball (2 For 1)s 14 lbs
27 Pull-ups
27 Ring Dip (purple band)s"
2012-09-23,Adrian,1968000,true,false,29886,1968000,32 mins 48 secs,"Foward Rolls were the best part, all T2B done unbroken, personal victory!!","7 rounds of:
3 Forward Rolls
5 Wall Climbs
7 Toes-to-bars
9 Box Jump (30 in.)s"
2012-09-23,Snatch Balance + 3 Overhead Squats,809.66238045,false,false,7152,,"1785 lbs | 85 lbs, 85 lbs (2), 85 lbs, 85 lbs (2), 85 lbs, 85 lbs (2), 85 lbs, 85 lbs (2), 85 lbs, 85 lbs (2), 85 lbs, 85 lbs (2), 85 lbs (1), and 85 lbs (2)",EMOM style for 7 min,"7 rounds of:
1 Snatch Balance 85 lbs
2 Overhead Squats 85 lbs"
2012-09-22,"Partner Carries, Wall Balls, Pull-ups, Runs",555000,true,false,29359,555000,9 mins 15 secs,Partner WOD with Jut @ Iron City,"100 m Partner Carries 170 lbs
40 9 ft Wall Balls 16 lbs
20 Pull-ups
400 m Runs"
2012-09-22,Annie,385000,true,false,37822,385000,6 mins 25 secs,"","50 Double Unders
50 AbMat Sit-ups
40 Double Unders
40 AbMat Sit-ups
30 Double Unders
30 AbMat Sit-ups
20 Double Unders
20 AbMat Sit-ups
10 Double Unders
10 AbMat Sit-ups"
